730,10,27,75,20,3,99,0,36,0
0,963,0,20,8,1,5,0,3,0
11,4,657,12,225,0,34,0,57,0
11,181,18,701,57,0,24,0,8,0
0,4,84,36,824,0,19,0,33,0
0,0,0,2,0,982,0,8,3,5
136,7,151,59,292,0,288,0,67,0
0,0,0,0,0,169,0,785,1,45
0,2,6,4,7,6,5,2,968,0
0,0,0,0,0,69,0,40,3,888
