847,0,15,34,2,3,89,0,10,0
1,964,0,25,4,0,4,0,2,0
14,1,840,12,54,1,76,0,2,0
18,6,10,914,20,0,29,0,3,0
0,1,112,44,734,0,107,0,2,0
0,0,0,2,0,955,0,26,1,16
152,2,65,28,49,0,691,0,13,0
0,0,0,0,0,22,0,937,0,41
2,1,3,7,5,1,8,5,967,1
0,0,0,0,0,5,1,31,0,963
