850,0,17,23,5,3,92,0,10,0
2,972,0,18,3,1,2,0,2,0
12,1,833,11,88,1,52,0,2,0
19,6,7,900,35,0,28,0,5,0
0,1,51,22,880,0,44,0,2,0
0,0,0,1,0,967,0,21,0,11
126,3,60,23,88,0,689,0,11,0
0,0,0,0,0,18,0,952,1,29
3,2,3,6,4,2,2,4,973,1
1,0,0,0,0,6,0,33,0,960
