865,1,25,28,3,3,66,0,9,0
0,972,1,19,3,0,3,0,2,0
19,1,835,14,61,0,66,0,4,0
17,9,15,921,16,0,17,0,5,0
2,1,78,39,806,0,73,0,1,0
0,0,0,1,0,960,0,20,1,18
176,2,75,26,81,0,628,0,12,0
0,0,0,0,0,17,0,948,0,35
5,1,9,7,3,3,7,4,961,0
1,0,0,0,0,6,0,30,0,963
