852,0,17,29,4,3,85,0,10,0
3,965,0,24,3,1,2,0,2,0
15,1,847,12,51,1,70,0,3,0
19,6,10,912,19,0,30,0,4,0
0,1,118,45,744,0,90,0,2,0
0,0,0,2,0,962,0,23,0,13
159,2,73,26,51,0,680,0,9,0
0,0,0,0,0,19,0,939,1,41
3,1,4,7,3,1,3,4,973,1
0,0,0,0,0,5,1,29,0,965
